Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54388 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  1.37 MBytes  11521 Kbits/sec    0    253 KBytes       
[  5]   1.00-2.00   sec  2.83 MBytes  23719 Kbits/sec   87    725 KBytes       
[  5]   2.00-3.00   sec  2.50 MBytes  20979 Kbits/sec  132   1.13 MBytes       
[  5]   3.00-4.00   sec  2.50 MBytes  20966 Kbits/sec   10   1.06 MBytes       
[  5]   4.00-5.00   sec  2.50 MBytes  20973 Kbits/sec   12   1.06 MBytes       
[  5]   5.00-6.00   sec  2.50 MBytes  20972 Kbits/sec    0   1.06 MBytes       
[  5]   6.00-7.00   sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]   7.00-8.00   sec  2.50 MBytes  20973 Kbits/sec   12    524 KBytes       
[  5]   8.00-9.00   sec  2.50 MBytes  20973 Kbits/sec    0   1.06 MBytes       
[  5]   9.00-10.00  sec  2.50 MBytes  20975 Kbits/sec   12   1.06 MBytes       
[  5]  10.00-11.00  sec  2.50 MBytes  20971 Kbits/sec    0   1.04 MBytes       
[  5]  11.00-12.00  sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]  12.00-13.00  sec  1.25 MBytes  10480 Kbits/sec    4   35.0 KBytes       
[  5]  13.00-14.00  sec  2.50 MBytes  20983 Kbits/sec    8   1.06 MBytes       
[  5]  14.00-15.00  sec  2.50 MBytes  20970 Kbits/sec   12   1.06 MBytes       
[  5]  15.00-16.00  sec  1.25 MBytes  10481 Kbits/sec   12    682 KBytes       
[  5]  16.00-17.00  sec  2.50 MBytes  20973 Kbits/sec    0   1.06 MBytes       
[  5]  17.00-18.00  sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]  18.00-19.00  sec  2.50 MBytes  20973 Kbits/sec    4    612 KBytes       
[  5]  19.00-20.00  sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]  20.00-21.00  sec  2.50 MBytes  20976 Kbits/sec   12   1.06 MBytes       
[  5]  21.00-22.00  sec  2.50 MBytes  20970 Kbits/sec    0   1.06 MBytes       
[  5]  22.00-23.00  sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]  23.00-24.00  sec  1.25 MBytes  10486 Kbits/sec    8    559 KBytes       
[  5]  24.00-25.00  sec  2.50 MBytes  20970 Kbits/sec    4   1.06 MBytes       
[  5]  25.00-26.00  sec  2.50 MBytes  20975 Kbits/sec   12   1.06 MBytes       
[  5]  26.00-27.00  sec  2.50 MBytes  20972 Kbits/sec    0   1.06 MBytes       
[  5]  27.00-28.00  sec  1.25 MBytes  10480 Kbits/sec   10   1.06 MBytes       
[  5]  28.00-29.00  sec  2.50 MBytes  20973 Kbits/sec   14    638 KBytes       
[  5]  29.00-30.00  sec  2.50 MBytes  20973 Kbits/sec    0   1.06 MBytes       
[  5]  30.00-31.00  sec  2.50 MBytes  20973 Kbits/sec   10   1.06 MBytes       
[  5]  31.00-32.00  sec  2.50 MBytes  20973 Kbits/sec    0   1.06 MBytes       
[  5]  32.00-33.00  sec  2.50 MBytes  20973 Kbits/sec   14   1.06 MBytes       
[  5]  33.00-34.00  sec  2.50 MBytes  20974 Kbits/sec   10   1.04 MBytes       
[  5]  34.00-35.00  sec  1.25 MBytes  10479 Kbits/sec    0   1.08 MBytes       
[  5]  35.00-36.00  sec  2.50 MBytes  20984 Kbits/sec   12   1.06 MBytes       
[  5]  36.00-37.00  sec  1.25 MBytes  10479 Kbits/sec   12    524 KBytes       
[  5]  37.00-38.00  sec  3.75 MBytes  31480 Kbits/sec    0   1.06 MBytes       
[  5]  38.00-39.00  sec  1.25 MBytes  10485 Kbits/sec   10   1.06 MBytes       
[  5]  39.00-40.00  sec  2.50 MBytes  20962 Kbits/sec    0   1.06 MBytes       
[  5]  40.00-41.00  sec  2.50 MBytes  20973 Kbits/sec   12   1.06 MBytes       
[  5]  41.00-42.00  sec  2.50 MBytes  20973 Kbits/sec   14    760 KBytes       
[  5]  42.00-43.00  sec  2.50 MBytes  20973 Kbits/sec    0   1.06 MBytes       
[  5]  43.00-43.25  sec  1.25 MBytes  42088 Kbits/sec    0   1.04 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-43.25  sec   100 MBytes  19484 Kbits/sec  509             sender
[  5]   0.00-43.47  sec  96.8 MBytes  18678 Kbits/sec                  receiver

iperf Done.
