Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51452 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  14.4 MBytes  121172 Kbits/sec  171    734 KBytes       
[  4]   1.00-2.00   sec  11.8 MBytes  99221 Kbits/sec   42    734 KBytes       
[  4]   2.00-3.00   sec  11.8 MBytes  99215 Kbits/sec   44    734 KBytes       
[  4]   3.00-4.00   sec  11.8 MBytes  99215 Kbits/sec   46    734 KBytes       
[  4]   4.00-5.00   sec  11.9 MBytes  99716 Kbits/sec   47    734 KBytes       
[  4]   5.00-6.00   sec  11.8 MBytes  99216 Kbits/sec   46    734 KBytes       
[  4]   6.00-7.00   sec  11.8 MBytes  99216 Kbits/sec   47    734 KBytes       
[  4]   7.00-8.00   sec  11.8 MBytes  99215 Kbits/sec   44    734 KBytes       
[  4]   8.00-9.00   sec  11.8 MBytes  99213 Kbits/sec   46    734 KBytes       
[  4]   9.00-10.00  sec  11.8 MBytes  99211 Kbits/sec   44    734 KBytes       
[  4]  10.00-11.00  sec  9.44 MBytes  79177 Kbits/sec   32    734 KBytes       
[  4]  11.00-12.00  sec  11.8 MBytes  99216 Kbits/sec   45    734 KBytes       
[  4]  12.00-13.00  sec  11.8 MBytes  99215 Kbits/sec   42    734 KBytes       
[  4]  13.00-14.00  sec  11.8 MBytes  99216 Kbits/sec   43    734 KBytes       
[  4]  14.00-15.00  sec  11.8 MBytes  99215 Kbits/sec   46    734 KBytes       
[  4]  15.00-16.00  sec  11.8 MBytes  99213 Kbits/sec   44    734 KBytes       
[  4]  16.00-17.00  sec  11.8 MBytes  99216 Kbits/sec   47    734 KBytes       
[  4]  17.00-18.00  sec  11.6 MBytes  97215 Kbits/sec   41    446 KBytes       
[  4]  18.00-19.00  sec  11.8 MBytes  98712 Kbits/sec   43    358 KBytes       
[  4]  19.00-20.00  sec  11.9 MBytes  100216 Kbits/sec   42    341 KBytes       
[  4]  20.00-21.00  sec  9.62 MBytes  80668 Kbits/sec   27    734 KBytes       
[  4]  21.00-22.00  sec  11.8 MBytes  99224 Kbits/sec   46    734 KBytes       
