Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51484 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.95 MBytes  58264 Kbits/sec   19    393 KBytes       
[  4]   1.00-2.00   sec  8.18 MBytes  68649 Kbits/sec    0    463 KBytes       
[  4]   2.00-3.00   sec  9.98 MBytes  83682 Kbits/sec    0    559 KBytes       
[  4]   3.00-4.00   sec  11.6 MBytes  97712 Kbits/sec    0    647 KBytes       
[  4]   4.00-5.00   sec  11.2 MBytes  94206 Kbits/sec    2    542 KBytes       
[  4]   5.00-6.00   sec  11.3 MBytes  94703 Kbits/sec    0    638 KBytes       
[  4]   6.00-7.00   sec  11.8 MBytes  99219 Kbits/sec    0    682 KBytes       
[  4]   7.00-8.00   sec  10.6 MBytes  89194 Kbits/sec    2    594 KBytes       
[  4]   8.00-9.00   sec  11.8 MBytes  98708 Kbits/sec    0    664 KBytes       
[  4]   9.00-10.00  sec  10.2 MBytes  85185 Kbits/sec    2    524 KBytes       
[  4]  10.00-11.00  sec  10.9 MBytes  91199 Kbits/sec    0    612 KBytes       
[  4]  11.00-12.00  sec  11.7 MBytes  98215 Kbits/sec    2    489 KBytes       
[  4]  12.00-13.00  sec  10.6 MBytes  89191 Kbits/sec    0    612 KBytes       
[  4]  13.00-14.00  sec  11.8 MBytes  99215 Kbits/sec    0    673 KBytes       
[  4]  14.00-15.00  sec  10.9 MBytes  91182 Kbits/sec    2    559 KBytes       
[  4]  15.00-16.00  sec  11.5 MBytes  96730 Kbits/sec    0    647 KBytes       
[  4]  16.00-17.00  sec  11.3 MBytes  95205 Kbits/sec    2    542 KBytes       
[  4]  17.00-18.00  sec  11.1 MBytes  92708 Kbits/sec    0    612 KBytes       
[  4]  18.00-19.00  sec  11.8 MBytes  98712 Kbits/sec    0    673 KBytes       
[  4]  19.00-20.00  sec  10.9 MBytes  91694 Kbits/sec    2    559 KBytes       
[  4]  20.00-21.00  sec  11.5 MBytes  96208 Kbits/sec    0    647 KBytes       
[  4]  21.00-22.00  sec  11.8 MBytes  98714 Kbits/sec    2    655 KBytes       
[  4]  22.00-23.00  sec  10.6 MBytes  89195 Kbits/sec    0    603 KBytes       
[  4]  23.00-24.00  sec  11.8 MBytes  99221 Kbits/sec    0    673 KBytes       
[  4]  24.00-25.00  sec  11.0 MBytes  92193 Kbits/sec    2    551 KBytes       
[  4]  25.00-26.00  sec  11.3 MBytes  95212 Kbits/sec    0    647 KBytes       
[  4]  26.00-27.00  sec  11.8 MBytes  99217 Kbits/sec    0    682 KBytes       
[  4]  27.00-28.00  sec  10.6 MBytes  89188 Kbits/sec    2    603 KBytes       
[  4]  28.00-29.00  sec  11.7 MBytes  98223 Kbits/sec    0    664 KBytes       
[  4]  29.00-30.00  sec  11.2 MBytes  93687 Kbits/sec    2    542 KBytes       
[  4]  30.00-31.00  sec  11.2 MBytes  94217 Kbits/sec    0    638 KBytes       
[  4]  31.00-32.00  sec  11.8 MBytes  99207 Kbits/sec    0    682 KBytes       
[  4]  32.00-33.00  sec  10.6 MBytes  89203 Kbits/sec    2    594 KBytes       
[  4]  33.00-34.00  sec  11.8 MBytes  98708 Kbits/sec    0    664 KBytes       
[  4]  34.00-35.00  sec  11.2 MBytes  93702 Kbits/sec    2    533 KBytes       
[  4]  35.00-36.00  sec  11.2 MBytes  93709 Kbits/sec    0    638 KBytes       
[  4]  36.00-37.00  sec  11.8 MBytes  99219 Kbits/sec    0    682 KBytes       
[  4]  37.00-38.00  sec  10.7 MBytes  89690 Kbits/sec    2    594 KBytes       
[  4]  38.00-39.00  sec  11.7 MBytes  98212 Kbits/sec    0    664 KBytes       
[  4]  39.00-40.00  sec  11.3 MBytes  95214 Kbits/sec    2    524 KBytes       
[  4]  40.00-41.00  sec  11.1 MBytes  92691 Kbits/sec    0    629 KBytes       
[  4]  41.00-42.00  sec  11.8 MBytes  99225 Kbits/sec    0    682 KBytes       
[  4]  42.00-43.00  sec  10.7 MBytes  89693 Kbits/sec    2    585 KBytes       
[  4]  43.00-44.00  sec  11.6 MBytes  97707 Kbits/sec    0    655 KBytes       
[  4]  44.00-45.00  sec  11.5 MBytes  96213 Kbits/sec    2    516 KBytes       
[  4]  45.00-46.00  sec  10.9 MBytes  91696 Kbits/sec    0    629 KBytes       
[  4]  46.00-47.00  sec  11.8 MBytes  99220 Kbits/sec    0    682 KBytes       
[  4]  47.00-48.00  sec  10.8 MBytes  90187 Kbits/sec    2    577 KBytes       
[  4]  48.00-49.00  sec  11.6 MBytes  97215 Kbits/sec    0    655 KBytes       
