BBR_goodput,CUBIC_goodput,Buffer,Bandwidth,rtt
722710,543827,100,750,10
723333,516084,100,750,10
723775,532511,100,750,10
533569,356212,100,750,25
539800,375904,100,750,25
532580,397389,100,750,25
535114,371406,100,750,25
533283,367344,100,750,25
463335,195130,100,750,50
464504,200878,100,750,50
466096,202781,100,750,50
462807,198542,100,750,50
462009,198280,100,750,50
306001,119219,100,750,75
305491,138911,100,750,75
306804,133181,100,750,75
307297,138529,100,750,75
305795,138510,100,750,75
233889,95092,100,750,100
236108,94484,100,750,100
234094,99640,100,750,100
236074,83950,100,750,100
233816,90158,100,750,100
155033,64709,100,750,150
154038,64355,100,750,150
154142,54857,100,750,150
153806,61390,100,750,150
154045,64755,100,750,150
115647,45113,100,750,200
116076,46754,100,750,200
114843,44486,100,750,200
114950,46615,100,750,200
115954,46499,100,750,200
971357,753908,100,1000,5
971500,751821,100,1000,5
971162,777000,100,1000,5
974363,759245,100,1000,5
974258,778892,100,1000,5
939616,628236,100,1000,10
942016,642058,100,1000,10
935994,653300,100,1000,10
947337,684758,100,1000,10
943847,607875,100,1000,10
722357,399712,100,1000,25
721908,413378,100,1000,25
720096,391405,100,1000,25
723627,380080,100,1000,25
724759,381559,100,1000,25
464688,202435,100,1000,50
462590,204427,100,1000,50
464047,194088,100,1000,50
460946,196733,100,1000,50
464078,181083,100,1000,50
315691,119441,100,1000,75
315706,117813,100,1000,75
315812,129690,100,1000,75
313284,141332,100,1000,75
312516,123480,100,1000,75
234307,91488,100,1000,100
234506,87454,100,1000,100
234845,94949,100,1000,100
233830,89718,100,1000,100
235347,90293,100,1000,100
153909,70682,100,1000,150
154828,58951,100,1000,150
153977,60253,100,1000,150
152825,58655,100,1000,150
154880,61964,100,1000,150
114373,45981,100,1000,200
115847,47741,100,1000,200
115648,49057,100,1000,200
114868,41853,100,1000,200
116354,44448,100,1000,200
9609,9997,10000,10,5
9609,9998,10000,10,5
9609,10003,10000,10,5
9609,9996,10000,10,5
9609,10003,10000,10,5
9543,9996,10000,10,10
9543,9998,10000,10,10
9543,9990,10000,10,10
9543,9998,10000,10,10
9534,9998,10000,10,10
9549,9993,10000,10,25
9547,9983,10000,10,25
9550,9994,10000,10,25
9549,9991,10000,10,25
9550,9991,10000,10,25
9585,9966,10000,10,50
9594,9970,10000,10,50
9594,9973,10000,10,50
9594,9975,10000,10,50
9585,9981,10000,10,50
9629,9951,10000,10,75
9629,9957,10000,10,75
9629,9951,10000,10,75
9629,9952,10000,10,75
9629,9951,10000,10,75
9690,9927,10000,10,100
9700,9928,10000,10,100
9698,9935,10000,10,100
9698,9926,10000,10,100
9690,9921,10000,10,100
9637,9892,10000,10,150
9637,9882,10000,10,150
9637,9886,10000,10,150
9638,9886,10000,10,150
9637,9886,10000,10,150
9620,9830,10000,10,200
9620,9823,10000,10,200
9622,9816,10000,10,200
9620,9840,10000,10,200
9620,9816,10000,10,200
19030,19575,10000,20,5
19030,19564,10000,20,5
19030,19567,10000,20,5
19030,19554,10000,20,5
19030,19593,10000,20,5
18985,19558,10000,20,10
18985,19559,10000,20,10
18984,19559,10000,20,10
18976,19557,10000,20,10
18984,19553,10000,20,10
19014,19538,10000,20,25
19016,19539,10000,20,25
19016,19543,10000,20,25
19016,19536,10000,20,25
19016,19543,10000,20,25
19118,19488,10000,20,50
19115,19479,10000,20,50
19116,19490,10000,20,50
19099,19480,10000,20,50
19083,19493,10000,20,50
19081,19443,10000,20,75
19081,19449,10000,20,75
19081,19440,10000,20,75
19081,19447,10000,20,75
19090,19433,10000,20,75
18988,19390,10000,20,100
18994,19417,10000,20,100
18962,19384,10000,20,100
18995,19390,10000,20,100
18995,19376,10000,20,100
18673,19302,10000,20,150
18673,19282,10000,20,150
18664,19293,10000,20,150
18682,19277,10000,20,150
18664,19282,10000,20,150
18482,19149,10000,20,200
18499,19158,10000,20,200
18430,19148,10000,20,200
18569,19150,10000,20,200
18534,19150,10000,20,200
47353,48302,10000,50,5
47338,48298,10000,50,5
47330,48301,10000,50,5
47337,48300,10000,50,5
47349,48299,10000,50,5
47328,48292,10000,50,10
47333,48299,10000,50,10
47337,48282,10000,50,10
47328,48291,10000,50,10
47328,48288,10000,50,10
47380,48237,10000,50,25
47365,48227,10000,50,25
47365,48238,10000,50,25
47397,48234,10000,50,25
47382,48237,10000,50,25
47117,48063,10000,50,50
47000,48083,10000,50,50
47074,48085,10000,50,50
47039,48093,10000,50,50
47074,48084,10000,50,50
46805,47945,10000,50,75
46805,47941,10000,50,75
46796,47938,10000,50,75
46798,47944,10000,50,75
46805,47935,10000,50,75
46485,47793,10000,50,100
46442,47789,10000,50,100
46459,47792,10000,50,100
46372,47795,10000,50,100
46477,47800,10000,50,100
45709,47447,10000,50,150
45714,47449,10000,50,150
45707,47446,10000,50,150
45713,47451,10000,50,150
45712,47444,10000,50,150
45078,46857,10000,50,200
44879,46848,10000,50,200
45061,46851,10000,50,200
44889,47086,10000,50,200
44919,47052,10000,50,200
94491,96125,10000,100,5
94496,96127,10000,100,5
94509,96131,10000,100,5
94491,96129,10000,100,5
94500,96123,10000,100,5
94495,96101,10000,100,10
94500,96098,10000,100,10
94495,96103,10000,100,10
94495,96085,10000,100,10
94495,96098,10000,100,10
94139,95954,10000,100,25
94176,95973,10000,100,25
94176,95963,10000,100,25
94097,95950,10000,100,25
94176,95957,10000,100,25
93270,95614,10000,100,50
93359,95620,10000,100,50
93357,95639,10000,100,50
93418,95624,10000,100,50
93513,95633,10000,100,50
92928,95300,10000,100,75
92926,95300,10000,100,75
92928,95307,10000,100,75
92928,95298,10000,100,75
92923,95299,10000,100,75
91949,94962,10000,100,100
92177,94963,10000,100,100
91876,94965,10000,100,100
91895,94913,10000,100,100
91939,94965,10000,100,100
90651,94192,10000,100,150
90643,94261,10000,100,150
90650,94186,10000,100,150
90651,94187,10000,100,150
90651,94166,10000,100,150
89983,92946,10000,100,200
89213,92916,10000,100,200
89012,93005,10000,100,200
89591,92920,10000,100,200
89600,92921,10000,100,200
235497,239519,10000,250,5
235513,239508,10000,250,5
235514,239457,10000,250,5
235469,239500,10000,250,5
235497,239483,10000,250,5
235205,239406,10000,250,10
235166,239432,10000,250,10
235205,239407,10000,250,10
235205,239370,10000,250,10
235222,239404,10000,250,10
234206,238992,10000,250,25
234312,238990,10000,250,25
234017,239003,10000,250,25
234217,238998,10000,250,25
234217,239003,10000,250,25
232623,238009,10000,250,50
232252,237993,10000,250,50
232047,238056,10000,250,50
232061,238014,10000,250,50
232410,237956,10000,250,50
231099,237011,10000,250,75
231084,237105,10000,250,75
231097,237035,10000,250,75
231086,237112,10000,250,75
231077,237039,10000,250,75
218233,220600,10000,250,100
218385,219127,10000,250,100
218562,222756,10000,250,100
218183,220401,10000,250,100
217203,219094,10000,250,100
152072,154784,10000,250,150
151082,155879,10000,250,150
152235,155817,10000,250,150
152186,155554,10000,250,150
153213,154766,10000,250,150
111936,117186,10000,250,200
114048,102476,10000,250,200
112834,116654,10000,250,200
113869,102497,10000,250,200
112794,117172,10000,250,200
470046,478222,10000,500,5
470098,478231,10000,500,5
470091,478195,10000,500,5
470007,478198,10000,500,5
470041,478214,10000,500,5
469381,477597,10000,500,10
469246,477668,10000,500,10
469311,477572,10000,500,10
469494,477609,10000,500,10
469424,477715,10000,500,10
466807,476696,10000,500,25
467225,476779,10000,500,25
467325,476961,10000,500,25
467046,476792,10000,500,25
467218,476791,10000,500,25
442497,446802,10000,500,50
442705,447306,10000,500,50
442795,446893,10000,500,50
440527,446959,10000,500,50
442775,446930,10000,500,50
313104,316272,10000,500,75
311682,316301,10000,500,75
311695,316292,10000,500,75
313199,316298,10000,500,75
310844,315655,10000,500,75
233176,238212,10000,500,100
234380,238189,10000,500,100
234525,238073,10000,500,100
234252,238348,10000,500,100
234190,238368,10000,500,100
153759,158812,10000,500,150
154026,158927,10000,500,150
155361,158724,10000,500,150
155185,158781,10000,500,150
155250,158881,10000,500,150
113252,118333,10000,500,200
109827,118558,10000,500,200
113401,118422,10000,500,200
114698,118586,10000,500,200
112524,118774,10000,500,200
704245,716136,10000,750,5
704218,716400,10000,750,5
704213,716173,10000,750,5
704196,716141,10000,750,5
704152,716260,10000,750,5
702853,715610,10000,750,10
703400,715647,10000,750,10
702837,715443,10000,750,10
702719,715344,10000,750,10
703045,715558,10000,750,10
700280,714084,10000,750,25
700781,713954,10000,750,25
699927,714467,10000,750,25
700011,714011,10000,750,25
700933,714164,10000,750,25
471052,475573,10000,750,50
473190,475221,10000,750,50
468440,475190,10000,750,50
470740,475220,10000,750,50
468680,475391,10000,750,50
313596,318688,10000,750,75
315078,318692,10000,750,75
315151,318765,10000,750,75
315142,318757,10000,750,75
313637,318652,10000,750,75
235668,239171,10000,750,100
235082,239265,10000,750,100
235021,239202,10000,750,100
235631,239017,10000,750,100
233603,239220,10000,750,100
156394,159263,10000,750,150
155305,159230,10000,750,150
153273,159249,10000,750,150
154177,159190,10000,750,150
153649,159097,10000,750,150
114826,119116,10000,750,200
114240,119047,10000,750,200
112914,118962,10000,750,200
114850,118902,10000,750,200
113276,118997,10000,750,200
938167,953459,10000,1000,5
938059,953420,10000,1000,5
938233,953364,10000,1000,5
938349,953650,10000,1000,5
938238,953524,10000,1000,5
936920,953017,10000,1000,10
936767,952885,10000,1000,10
936664,953190,10000,1000,10
936771,952945,10000,1000,10
936677,953136,10000,1000,10
882381,894623,10000,1000,25
878740,894921,10000,1000,25
878348,895167,10000,1000,25
885937,894985,10000,1000,25
878390,894921,10000,1000,25
470051,477863,10000,1000,50
472848,477758,10000,1000,50
472409,477650,10000,1000,50
470080,477699,10000,1000,50
469641,477457,10000,1000,50
315927,319549,10000,1000,75
315945,319351,10000,1000,75
314522,319311,10000,1000,75
313780,319213,10000,1000,75
316126,319307,10000,1000,75
232443,239774,10000,1000,100
234286,239613,10000,1000,100
233771,239958,10000,1000,100
233524,240088,10000,1000,100
235135,240092,10000,1000,100
154176,159531,10000,1000,150
155262,159562,10000,1000,150
155259,159456,10000,1000,150
155314,159447,10000,1000,150
154093,159593,10000,1000,150
114855,119124,10000,1000,200
112423,119405,10000,1000,200
113779,119188,10000,1000,200
115101,119267,10000,1000,200
115492,119214,10000,1000,200
