Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51296 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.42 MBytes  11882 Kbits/sec    0    332 KBytes       
[  4]   1.00-2.00   sec  2.81 MBytes  23546 Kbits/sec   21    402 KBytes       
[  4]   2.00-3.00   sec  2.63 MBytes  22052 Kbits/sec    0    463 KBytes       
[  4]   3.00-4.00   sec  3.23 MBytes  27061 Kbits/sec    0    481 KBytes       
[  4]   4.00-5.00   sec  2.93 MBytes  24549 Kbits/sec    0    481 KBytes       
[  4]   5.00-6.00   sec  3.05 MBytes  25551 Kbits/sec    0    481 KBytes       
[  4]   6.00-7.00   sec  3.40 MBytes  28569 Kbits/sec    0    516 KBytes       
[  4]   7.00-8.00   sec  3.58 MBytes  30066 Kbits/sec    0    585 KBytes       
[  4]   8.00-9.00   sec  4.66 MBytes  39083 Kbits/sec    0    725 KBytes       
[  4]   9.00-10.00  sec  5.91 MBytes  49607 Kbits/sec    0    944 KBytes       
[  4]  10.00-11.00  sec  5.79 MBytes  48604 Kbits/sec    7    813 KBytes       
[  4]  11.00-12.00  sec  5.62 MBytes  47103 Kbits/sec    0    952 KBytes       
[  4]  12.00-13.00  sec  5.44 MBytes  45603 Kbits/sec    3    734 KBytes       
[  4]  13.00-14.00  sec  4.96 MBytes  41580 Kbits/sec    0    813 KBytes       
[  4]  14.00-15.00  sec  5.32 MBytes  44609 Kbits/sec    0    839 KBytes       
[  4]  15.00-16.00  sec  5.38 MBytes  45097 Kbits/sec    0    839 KBytes       
[  4]  16.00-17.00  sec  5.44 MBytes  45600 Kbits/sec    0    839 KBytes       
[  4]  17.00-18.00  sec  5.44 MBytes  45598 Kbits/sec    0    865 KBytes       
[  4]  18.00-19.00  sec  5.67 MBytes  47600 Kbits/sec    0    918 KBytes       
[  4]  19.00-20.00  sec  5.79 MBytes  48605 Kbits/sec    3    717 KBytes       
[  4]  20.00-21.00  sec  5.08 MBytes  42599 Kbits/sec    0    883 KBytes       
[  4]  21.00-22.00  sec  5.85 MBytes  49099 Kbits/sec    0    961 KBytes       
[  4]  22.00-23.00  sec  5.50 MBytes  46103 Kbits/sec    3    717 KBytes       
[  4]  23.00-24.00  sec  4.84 MBytes  40579 Kbits/sec    0    795 KBytes       
[  4]  24.00-25.00  sec  5.26 MBytes  44108 Kbits/sec    0    839 KBytes       
