Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40862 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.15 MBytes  9659 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  6.07 MBytes  50881 Kbits/sec    0   3.48 MBytes       
[  4]   2.00-3.00   sec  14.8 MBytes  124556 Kbits/sec    0   8.82 MBytes       
[  4]   3.00-4.00   sec  14.3 MBytes  120335 Kbits/sec    0   8.82 MBytes       
[  4]   4.00-5.00   sec  14.2 MBytes  119303 Kbits/sec    0   8.82 MBytes       
[  4]   5.00-6.00   sec  14.1 MBytes  118240 Kbits/sec    0   8.82 MBytes       
[  4]   6.00-7.00   sec  14.5 MBytes  121361 Kbits/sec    0   8.82 MBytes       
[  4]   7.00-8.00   sec  14.8 MBytes  124559 Kbits/sec    0   8.82 MBytes       
[  4]   8.00-9.00   sec  14.2 MBytes  118773 Kbits/sec    0   8.82 MBytes       
[  4]   9.00-10.00  sec  14.1 MBytes  118252 Kbits/sec    0   8.82 MBytes       
[  4]  10.00-11.00  sec  14.5 MBytes  121361 Kbits/sec    0   8.82 MBytes       
[  4]  11.00-12.00  sec  14.0 MBytes  117252 Kbits/sec    0   5.66 KBytes       
[  4]  12.00-13.00  sec  8.91 MBytes  74746 Kbits/sec    0   8.82 MBytes       
[  4]  13.00-14.00  sec  13.9 MBytes  116684 Kbits/sec    0   8.82 MBytes       
[  4]  14.00-15.00  sec  14.0 MBytes  117726 Kbits/sec    0   8.82 MBytes       
[  4]  15.00-16.00  sec  14.5 MBytes  121354 Kbits/sec    0   8.82 MBytes       
[  4]  16.00-17.00  sec  14.1 MBytes  118254 Kbits/sec    0   8.82 MBytes       
[  4]  17.00-18.00  sec  14.5 MBytes  121351 Kbits/sec    0   8.82 MBytes       
[  4]  18.00-19.00  sec  14.2 MBytes  118776 Kbits/sec    0   8.82 MBytes       
[  4]  19.00-20.00  sec  14.5 MBytes  121378 Kbits/sec    0   8.82 MBytes       
[  4]  20.00-21.00  sec  14.8 MBytes  124542 Kbits/sec    0   8.82 MBytes       
[  4]  21.00-22.00  sec  14.3 MBytes  120347 Kbits/sec    0   8.82 MBytes       
[  4]  22.00-23.00  sec  15.0 MBytes  125420 Kbits/sec    0   5.66 KBytes       
[  4]  23.00-24.00  sec  7.47 MBytes  62692 Kbits/sec    0   8.82 MBytes       
[  4]  24.00-25.00  sec  14.0 MBytes  117750 Kbits/sec    0   8.82 MBytes       
[  4]  25.00-26.00  sec  14.1 MBytes  118230 Kbits/sec    0   8.82 MBytes       
[  4]  26.00-27.00  sec  14.5 MBytes  121369 Kbits/sec    0   8.82 MBytes       
[  4]  27.00-28.00  sec  14.8 MBytes  124551 Kbits/sec    0   8.82 MBytes       
[  4]  28.00-29.00  sec  14.3 MBytes  120346 Kbits/sec    0   8.82 MBytes       
[  4]  29.00-30.00  sec  14.8 MBytes  124552 Kbits/sec    0   8.82 MBytes       
[  4]  30.00-31.00  sec  14.3 MBytes  120336 Kbits/sec    0   8.82 MBytes       
