Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 41142 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.39 MBytes  61968 Kbits/sec    0   3.54 MBytes       
[  4]  51.00-52.00  sec  28.9 MBytes  242669 Kbits/sec    0   6.00 MBytes       
[  4]  52.00-53.00  sec  28.7 MBytes  240538 Kbits/sec    0   6.00 MBytes       
[  4]  53.00-54.00  sec  28.9 MBytes  242717 Kbits/sec    0   6.00 MBytes       
[  4]  54.00-55.00  sec  29.0 MBytes  243187 Kbits/sec    0   6.00 MBytes       
[  4]  55.00-56.00  sec  28.7 MBytes  240561 Kbits/sec    0   6.00 MBytes       
[  4]  56.00-57.00  sec  28.9 MBytes  242714 Kbits/sec    0   6.00 MBytes       
[  4]  57.00-58.00  sec  28.9 MBytes  242675 Kbits/sec    0   6.00 MBytes       
[  4]  58.00-59.00  sec  28.7 MBytes  240533 Kbits/sec    0   6.00 MBytes       
[  4]  59.00-60.00  sec  28.9 MBytes  242718 Kbits/sec    0   6.00 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.67 GBytes  239202 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.67 GBytes  239072 Kbits/sec                  receiver

iperf Done.
