Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40080 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  31.7 MBytes  265673 Kbits/sec    0   1.59 MBytes       
[  4]  54.00-55.00  sec  28.5 MBytes  239333 Kbits/sec    0   3.02 MBytes       
[  4]  55.00-56.00  sec  28.5 MBytes  238775 Kbits/sec    0   3.02 MBytes       
[  4]  56.00-57.00  sec  28.5 MBytes  239336 Kbits/sec    0   3.02 MBytes       
[  4]  57.00-58.00  sec  28.5 MBytes  238772 Kbits/sec    0   3.02 MBytes       
[  4]  58.00-59.00  sec  28.5 MBytes  239326 Kbits/sec    0   3.02 MBytes       
[  4]  59.00-60.00  sec  28.5 MBytes  238771 Kbits/sec    0   3.02 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.67 GBytes  239500 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.67 GBytes  239378 Kbits/sec                  receiver

iperf Done.
