Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 39128 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  2.66 MBytes  22283 Kbits/sec    0    409 KBytes       
[  4]   1.00-2.00   sec  2.73 MBytes  22927 Kbits/sec    0    519 KBytes       
[  4]   2.00-3.00   sec  2.92 MBytes  24506 Kbits/sec    0    636 KBytes       
[  4]   3.00-4.00   sec  2.49 MBytes  20843 Kbits/sec    0    752 KBytes       
[  4]   4.00-5.00   sec  2.24 MBytes  18769 Kbits/sec    0    870 KBytes       
[  4]   5.00-6.00   sec  2.24 MBytes  18765 Kbits/sec    0    986 KBytes       
[  4]   6.00-7.00   sec  2.24 MBytes  18767 Kbits/sec    0   1.08 MBytes       
[  4]   7.00-8.00   sec  2.17 MBytes  18245 Kbits/sec    0   1.19 MBytes       
[  4]   8.00-9.00   sec  2.24 MBytes  18766 Kbits/sec    0   1.30 MBytes       
[  4]   9.00-10.00  sec  2.24 MBytes  18765 Kbits/sec    0   1.42 MBytes       
[  4]  10.00-11.00  sec  2.24 MBytes  18767 Kbits/sec    0   1.53 MBytes       
[  4]  11.00-12.00  sec  2.24 MBytes  18766 Kbits/sec    0   1.65 MBytes       
[  4]  12.00-13.00  sec  2.24 MBytes  18766 Kbits/sec    0   1.76 MBytes       
[  4]  13.00-14.00  sec  2.23 MBytes  18708 Kbits/sec    0   1.88 MBytes       
[  4]  14.00-15.00  sec  2.25 MBytes  18834 Kbits/sec    0   1.99 MBytes       
[  4]  15.00-16.00  sec  2.19 MBytes  18374 Kbits/sec    0   2.13 MBytes       
[  4]  16.00-17.00  sec  2.31 MBytes  19416 Kbits/sec    0   2.42 MBytes       
[  4]  17.00-18.00  sec  2.31 MBytes  19417 Kbits/sec    0   2.78 MBytes       
[  4]  18.00-19.00  sec  2.25 MBytes  18896 Kbits/sec    0   3.18 MBytes       
[  4]  19.00-20.00  sec  2.44 MBytes  20493 Kbits/sec    0   3.60 MBytes       
[  4]  20.00-21.00  sec  2.32 MBytes  19452 Kbits/sec    0   3.60 MBytes       
[  4]  21.00-22.00  sec  2.25 MBytes  18897 Kbits/sec    0   3.60 MBytes       
