Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40732 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.07 MBytes  59338 Kbits/sec    0   3.18 MBytes       
[  4]  19.00-20.00  sec  28.8 MBytes  241881 Kbits/sec    0   6.02 MBytes       
[  4]  20.00-21.00  sec  28.7 MBytes  240388 Kbits/sec    0   6.02 MBytes       
[  4]  21.00-22.00  sec  28.6 MBytes  239839 Kbits/sec    0   6.02 MBytes       
[  4]  22.00-23.00  sec  28.8 MBytes  241163 Kbits/sec    0   6.02 MBytes       
[  4]  23.00-24.00  sec  28.7 MBytes  240922 Kbits/sec    0   6.02 MBytes       
[  4]  24.00-25.00  sec  28.8 MBytes  241995 Kbits/sec    0   6.02 MBytes       
[  4]  25.00-26.00  sec  28.6 MBytes  239985 Kbits/sec    0   6.02 MBytes       
[  4]  26.00-27.00  sec  28.8 MBytes  241170 Kbits/sec    0   6.02 MBytes       
[  4]  27.00-28.00  sec  28.6 MBytes  240061 Kbits/sec    0   6.02 MBytes       
[  4]  28.00-29.00  sec  29.0 MBytes  243008 Kbits/sec    0   6.02 MBytes       
[  4]  29.00-30.00  sec  28.6 MBytes  240224 Kbits/sec    0   6.02 MBytes       
[  4]  30.00-31.00  sec  28.8 MBytes  241240 Kbits/sec    0   6.02 MBytes       
[  4]  31.00-32.00  sec  28.7 MBytes  240382 Kbits/sec    0   6.02 MBytes       
[  4]  32.00-33.00  sec  28.6 MBytes  240265 Kbits/sec    0   6.02 MBytes       
[  4]  33.00-34.00  sec  29.0 MBytes  242993 Kbits/sec    0   6.02 MBytes       
[  4]  34.00-35.00  sec  28.6 MBytes  240231 Kbits/sec    0   6.02 MBytes       
[  4]  35.00-36.00  sec  29.0 MBytes  242964 Kbits/sec    0   6.02 MBytes       
[  4]  36.00-37.00  sec  28.6 MBytes  240180 Kbits/sec    0   6.02 MBytes       
[  4]  37.00-38.00  sec  28.6 MBytes  239860 Kbits/sec    0   6.02 MBytes       
[  4]  38.00-39.00  sec  28.7 MBytes  240784 Kbits/sec    0   6.02 MBytes       
[  4]  39.00-40.00  sec  28.6 MBytes  240245 Kbits/sec    0   6.02 MBytes       
[  4]  40.00-41.00  sec  29.0 MBytes  243006 Kbits/sec    0   6.02 MBytes       
[  4]  41.00-42.00  sec  28.6 MBytes  240182 Kbits/sec    0   6.02 MBytes       
[  4]  42.00-43.00  sec  29.0 MBytes  243000 Kbits/sec    0   6.02 MBytes       
[  4]  43.00-44.00  sec  28.6 MBytes  240229 Kbits/sec    0   6.02 MBytes       
[  4]  44.00-45.00  sec  28.8 MBytes  241166 Kbits/sec    0   6.02 MBytes       
[  4]  45.00-46.00  sec  28.8 MBytes  241172 Kbits/sec    0   6.02 MBytes       
[  4]  46.00-47.00  sec  28.6 MBytes  240071 Kbits/sec    0   6.02 MBytes       
[  4]  47.00-48.00  sec  29.0 MBytes  243107 Kbits/sec    0   6.02 MBytes       
[  4]  48.00-49.00  sec  28.6 MBytes  240114 Kbits/sec    0   6.02 MBytes       
[  4]  49.00-50.00  sec  29.0 MBytes  242965 Kbits/sec    0   6.02 MBytes       
[  4]  50.00-51.00  sec  28.7 MBytes  240265 Kbits/sec    0   6.02 MBytes       
[  4]  51.00-52.00  sec  28.6 MBytes  240261 Kbits/sec    0   6.02 MBytes       
[  4]  52.00-53.00  sec  28.6 MBytes  239724 Kbits/sec    0   6.02 MBytes       
[  4]  53.00-54.00  sec  28.7 MBytes  240383 Kbits/sec    0   6.02 MBytes       
[  4]  54.00-55.00  sec  29.0 MBytes  242924 Kbits/sec    0   6.02 MBytes       
[  4]  55.00-56.00  sec  28.6 MBytes  239793 Kbits/sec    0   6.02 MBytes       
[  4]  56.00-57.00  sec  28.8 MBytes  241154 Kbits/sec    0   6.02 MBytes       
[  4]  57.00-58.00  sec  28.5 MBytes  238860 Kbits/sec    0   6.02 MBytes       
[  4]  58.00-59.00  sec  28.9 MBytes  242714 Kbits/sec    0   6.02 MBytes       
[  4]  59.00-60.00  sec  28.7 MBytes  240496 Kbits/sec    0   6.02 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.66 GBytes  238073 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.66 GBytes  237942 Kbits/sec                  receiver

iperf Done.
