Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 41540 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.56 MBytes  54976 Kbits/sec    0   2.65 MBytes       
[  4]  19.00-20.00  sec  28.6 MBytes  240291 Kbits/sec    0   6.06 MBytes       
[  4]  20.00-21.00  sec  29.0 MBytes  242914 Kbits/sec    0   6.06 MBytes       
[  4]  21.00-22.00  sec  29.5 MBytes  247079 Kbits/sec    0   6.06 MBytes       
[  4]  22.00-23.00  sec  28.5 MBytes  239283 Kbits/sec    0   6.06 MBytes       
[  4]  23.00-24.00  sec  28.9 MBytes  242762 Kbits/sec    0   6.06 MBytes       
[  4]  24.00-25.00  sec  29.4 MBytes  246716 Kbits/sec    0   6.06 MBytes       
[  4]  25.00-26.00  sec  29.3 MBytes  246080 Kbits/sec    0   6.06 MBytes       
[  4]  26.00-27.00  sec  28.3 MBytes  237431 Kbits/sec    0   6.06 MBytes       
[  4]  27.00-28.00  sec  29.0 MBytes  242891 Kbits/sec    0   6.06 MBytes       
[  4]  28.00-29.00  sec  29.0 MBytes  242978 Kbits/sec    0   6.06 MBytes       
[  4]  29.00-30.00  sec  28.6 MBytes  240196 Kbits/sec    0   6.06 MBytes       
[  4]  30.00-31.00  sec  29.0 MBytes  242947 Kbits/sec    0   6.06 MBytes       
[  4]  31.00-32.00  sec  29.4 MBytes  246776 Kbits/sec    0   6.06 MBytes       
[  4]  32.00-33.00  sec  28.6 MBytes  239794 Kbits/sec    0   6.06 MBytes       
[  4]  33.00-34.00  sec  28.7 MBytes  240341 Kbits/sec    0   6.06 MBytes       
[  4]  34.00-35.00  sec  28.9 MBytes  242820 Kbits/sec    0   6.06 MBytes       
[  4]  35.00-36.00  sec  29.4 MBytes  246689 Kbits/sec    0   6.06 MBytes       
[  4]  36.00-37.00  sec  28.7 MBytes  240773 Kbits/sec    0   6.06 MBytes       
[  4]  37.00-38.00  sec  28.7 MBytes  240510 Kbits/sec    0   6.06 MBytes       
[  4]  38.00-39.00  sec  28.9 MBytes  242766 Kbits/sec    0   6.06 MBytes       
[  4]  39.00-40.00  sec  29.0 MBytes  243629 Kbits/sec    0   6.06 MBytes       
[  4]  40.00-41.00  sec  28.6 MBytes  240271 Kbits/sec    0   6.06 MBytes       
[  4]  41.00-42.00  sec  28.8 MBytes  241172 Kbits/sec    0   6.06 MBytes       
[  4]  42.00-43.00  sec  28.9 MBytes  242760 Kbits/sec    0   6.06 MBytes       
[  4]  43.00-44.00  sec  29.3 MBytes  245712 Kbits/sec    0   6.06 MBytes       
[  4]  44.00-45.00  sec  28.7 MBytes  240509 Kbits/sec    0   6.06 MBytes       
[  4]  45.00-46.00  sec  28.9 MBytes  242753 Kbits/sec    0   6.06 MBytes       
[  4]  46.00-47.00  sec  29.4 MBytes  246763 Kbits/sec    0   6.06 MBytes       
[  4]  47.00-48.00  sec  28.5 MBytes  239047 Kbits/sec    0   6.06 MBytes       
[  4]  48.00-49.00  sec  29.0 MBytes  242934 Kbits/sec    0   6.06 MBytes       
[  4]  49.00-50.00  sec  29.3 MBytes  246049 Kbits/sec    0   6.06 MBytes       
[  4]  50.00-51.00  sec  28.7 MBytes  240309 Kbits/sec    0   6.06 MBytes       
[  4]  51.00-52.00  sec  28.9 MBytes  242731 Kbits/sec    0   6.06 MBytes       
[  4]  52.00-53.00  sec  28.6 MBytes  239979 Kbits/sec    0   6.06 MBytes       
[  4]  53.00-54.00  sec  29.0 MBytes  242950 Kbits/sec    0   6.06 MBytes       
[  4]  54.00-55.00  sec  28.9 MBytes  242298 Kbits/sec    0   6.06 MBytes       
[  4]  55.00-56.00  sec  28.6 MBytes  240136 Kbits/sec    0   6.06 MBytes       
[  4]  56.00-57.00  sec  29.0 MBytes  242946 Kbits/sec    0   6.06 MBytes       
[  4]  57.00-58.00  sec  29.4 MBytes  246577 Kbits/sec    0   6.06 MBytes       
[  4]  58.00-59.00  sec  29.4 MBytes  246601 Kbits/sec    0   6.06 MBytes       
[  4]  59.00-60.00  sec  28.5 MBytes  238762 Kbits/sec    0   6.06 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.67 GBytes  239613 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.67 GBytes  239483 Kbits/sec                  receiver

iperf Done.
