Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 41540 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.56 MBytes  54976 Kbits/sec    0   2.65 MBytes       
[  4]   1.00-2.00   sec  29.0 MBytes  242970 Kbits/sec    0   6.06 MBytes       
[  4]   2.00-3.00   sec  29.5 MBytes  247030 Kbits/sec    0   6.06 MBytes       
[  4]   3.00-4.00   sec  29.5 MBytes  247117 Kbits/sec    0   6.06 MBytes       
[  4]   4.00-5.00   sec  29.4 MBytes  246944 Kbits/sec    0   6.06 MBytes       
[  4]   5.00-6.00   sec  29.4 MBytes  247001 Kbits/sec    0   6.06 MBytes       
[  4]   6.00-7.00   sec  28.5 MBytes  238896 Kbits/sec    0   6.06 MBytes       
[  4]   7.00-8.00   sec  28.2 MBytes  236962 Kbits/sec    0   6.06 MBytes       
[  4]   8.00-9.00   sec  28.7 MBytes  240303 Kbits/sec    0   6.06 MBytes       
[  4]   9.00-10.00  sec  28.9 MBytes  242855 Kbits/sec    0   6.06 MBytes       
[  4]  10.00-11.00  sec  29.0 MBytes  243046 Kbits/sec    0   6.06 MBytes       
[  4]  11.00-12.00  sec  28.7 MBytes  240512 Kbits/sec    0   6.06 MBytes       
[  4]  12.00-13.00  sec  28.9 MBytes  242882 Kbits/sec    0   6.06 MBytes       
[  4]  13.00-14.00  sec  29.4 MBytes  246447 Kbits/sec    0   6.06 MBytes       
[  4]  14.00-15.00  sec  29.4 MBytes  246595 Kbits/sec    0   6.06 MBytes       
[  4]  15.00-16.00  sec  28.9 MBytes  242825 Kbits/sec    0   6.06 MBytes       
[  4]  16.00-17.00  sec  28.6 MBytes  239855 Kbits/sec    0   6.06 MBytes       
[  4]  17.00-18.00  sec  29.0 MBytes  242942 Kbits/sec    0   6.06 MBytes       
[  4]  18.00-19.00  sec  28.6 MBytes  239762 Kbits/sec    0   6.06 MBytes       
