Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40758 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.24 MBytes  60692 Kbits/sec    0   3.40 MBytes       
[  4]   1.00-2.00   sec  28.9 MBytes  242173 Kbits/sec    0   8.88 MBytes       
[  4]   2.00-3.00   sec  28.7 MBytes  240514 Kbits/sec    0   8.88 MBytes       
[  4]   3.00-4.00   sec  28.9 MBytes  242738 Kbits/sec    0   8.88 MBytes       
[  4]   4.00-5.00   sec  28.7 MBytes  240524 Kbits/sec    0   8.88 MBytes       
[  4]   5.00-6.00   sec  28.7 MBytes  240589 Kbits/sec    0   8.88 MBytes       
[  4]   6.00-7.00   sec  28.9 MBytes  242711 Kbits/sec    0   8.88 MBytes       
[  4]   7.00-8.00   sec  28.9 MBytes  242682 Kbits/sec    0   8.88 MBytes       
[  4]   8.00-9.00   sec  28.7 MBytes  240534 Kbits/sec    0   8.88 MBytes       
[  4]   9.00-10.00  sec  28.8 MBytes  241164 Kbits/sec    0   8.88 MBytes       
[  4]  10.00-11.00  sec  26.5 MBytes  222142 Kbits/sec    0   5.66 KBytes       
[  4]  11.00-12.00  sec  20.7 MBytes  173438 Kbits/sec    0   8.88 MBytes       
[  4]  12.00-13.00  sec  28.9 MBytes  242693 Kbits/sec    0   8.88 MBytes       
[  4]  13.00-14.00  sec  28.6 MBytes  239503 Kbits/sec    0   8.88 MBytes       
[  4]  14.00-15.00  sec  28.7 MBytes  240574 Kbits/sec    0   8.88 MBytes       
[  4]  15.00-16.00  sec  28.7 MBytes  240585 Kbits/sec    0   8.88 MBytes       
[  4]  16.00-17.00  sec  28.9 MBytes  242725 Kbits/sec    0   8.88 MBytes       
[  4]  17.00-18.00  sec  28.9 MBytes  242686 Kbits/sec    0   8.88 MBytes       
[  4]  18.00-19.00  sec  28.7 MBytes  240527 Kbits/sec    0   8.88 MBytes       
[  4]  19.00-20.00  sec  28.9 MBytes  242724 Kbits/sec    0   8.88 MBytes       
[  4]  20.00-21.00  sec  28.7 MBytes  240529 Kbits/sec    0   8.88 MBytes       
[  4]  21.00-22.00  sec  28.9 MBytes  242730 Kbits/sec    0   8.88 MBytes       
[  4]  22.00-23.00  sec  28.7 MBytes  240545 Kbits/sec    0   8.88 MBytes       
[  4]  23.00-24.00  sec  28.9 MBytes  242708 Kbits/sec    0   8.88 MBytes       
[  4]  24.00-25.00  sec  28.7 MBytes  240529 Kbits/sec    0   8.88 MBytes       
[  4]  25.00-26.00  sec  28.9 MBytes  242721 Kbits/sec    0   8.88 MBytes       
[  4]  26.00-27.00  sec  28.7 MBytes  240529 Kbits/sec    0   8.88 MBytes       
[  4]  27.00-28.00  sec  28.9 MBytes  242717 Kbits/sec    0   8.88 MBytes       
[  4]  28.00-29.00  sec  28.7 MBytes  240543 Kbits/sec    0   8.88 MBytes       
[  4]  29.00-30.00  sec  18.1 MBytes  151442 Kbits/sec    0   8.88 MBytes       
[  4]  30.00-31.00  sec  28.6 MBytes  240036 Kbits/sec    0   8.88 MBytes       
[  4]  31.00-32.00  sec  28.7 MBytes  240570 Kbits/sec    0   8.88 MBytes       
[  4]  32.00-33.00  sec  28.9 MBytes  242716 Kbits/sec    0   8.88 MBytes       
[  4]  33.00-34.00  sec  29.1 MBytes  244232 Kbits/sec    0   8.88 MBytes       
[  4]  34.00-35.00  sec  28.7 MBytes  240540 Kbits/sec    0   8.88 MBytes       
[  4]  35.00-36.00  sec  28.7 MBytes  240589 Kbits/sec    0   8.88 MBytes       
[  4]  36.00-37.00  sec  28.7 MBytes  240587 Kbits/sec    0   8.88 MBytes       
[  4]  37.00-38.00  sec  28.7 MBytes  240576 Kbits/sec    0   8.88 MBytes       
[  4]  38.00-39.00  sec  28.9 MBytes  242713 Kbits/sec    0   8.88 MBytes       
[  4]  39.00-40.00  sec  28.9 MBytes  242679 Kbits/sec    0   8.88 MBytes       
[  4]  40.00-41.00  sec  28.7 MBytes  240532 Kbits/sec    0   8.88 MBytes       
[  4]  41.00-42.00  sec  28.9 MBytes  242724 Kbits/sec    0   8.88 MBytes       
[  4]  42.00-43.00  sec  28.7 MBytes  240532 Kbits/sec    0   8.88 MBytes       
[  4]  43.00-44.00  sec  28.8 MBytes  241175 Kbits/sec    0   8.88 MBytes       
[  4]  44.00-45.00  sec  28.9 MBytes  242715 Kbits/sec    0   8.88 MBytes       
[  4]  45.00-46.00  sec  19.0 MBytes  159315 Kbits/sec    0   8.88 MBytes       
[  4]  46.00-47.00  sec  28.7 MBytes  240529 Kbits/sec    0   8.88 MBytes       
[  4]  47.00-48.00  sec  28.9 MBytes  242709 Kbits/sec    0   8.88 MBytes       
[  4]  48.00-49.00  sec  29.1 MBytes  243714 Kbits/sec    0   8.88 MBytes       
[  4]  49.00-50.00  sec  28.7 MBytes  240545 Kbits/sec    0   8.88 MBytes       
[  4]  50.00-51.00  sec  28.6 MBytes  239549 Kbits/sec    0   8.88 MBytes       
[  4]  51.00-52.00  sec  28.7 MBytes  241094 Kbits/sec    0   8.88 MBytes       
[  4]  52.00-53.00  sec  28.9 MBytes  242716 Kbits/sec    0   8.88 MBytes       
[  4]  53.00-54.00  sec  28.9 MBytes  242678 Kbits/sec    0   8.88 MBytes       
[  4]  54.00-55.00  sec  28.7 MBytes  240539 Kbits/sec    0   8.88 MBytes       
[  4]  55.00-56.00  sec  28.9 MBytes  242715 Kbits/sec    0   8.88 MBytes       
[  4]  56.00-57.00  sec  28.7 MBytes  240535 Kbits/sec    0   8.88 MBytes       
[  4]  57.00-58.00  sec  28.8 MBytes  241195 Kbits/sec    0   8.88 MBytes       
[  4]  58.00-59.00  sec  28.9 MBytes  242694 Kbits/sec    0   8.88 MBytes       
[  4]  59.00-60.00  sec  28.7 MBytes  241049 Kbits/sec    0   8.88 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.64 GBytes  234190 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.63 GBytes  234025 Kbits/sec                  receiver

iperf Done.
