Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52834 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  17.4 MBytes  145829 Kbits/sec    0   8.84 MBytes       
[  4]   1.00-2.00   sec  38.9 MBytes  326534 Kbits/sec    0   8.87 MBytes       
[  4]   2.00-3.00   sec  38.2 MBytes  320043 Kbits/sec    0   8.87 MBytes       
[  4]   3.00-4.00   sec  38.6 MBytes  324012 Kbits/sec    0   8.87 MBytes       
[  4]   4.00-5.00   sec  38.2 MBytes  320046 Kbits/sec    0   8.87 MBytes       
[  4]   5.00-6.00   sec  38.5 MBytes  323071 Kbits/sec    0   8.87 MBytes       
[  4]   6.00-7.00   sec  38.6 MBytes  324054 Kbits/sec    0   8.87 MBytes       
[  4]   7.00-8.00   sec  38.6 MBytes  324090 Kbits/sec    0   8.87 MBytes       
[  4]   8.00-9.00   sec  38.6 MBytes  323528 Kbits/sec    0   8.87 MBytes       
[  4]   9.00-10.00  sec  38.2 MBytes  320083 Kbits/sec    0   8.87 MBytes       
[  4]  10.00-11.00  sec  38.6 MBytes  324036 Kbits/sec    0   8.87 MBytes       
[  4]  11.00-12.00  sec  38.2 MBytes  320555 Kbits/sec    0   8.87 MBytes       
[  4]  12.00-13.00  sec  38.6 MBytes  324057 Kbits/sec    0   8.87 MBytes       
[  4]  13.00-14.00  sec  38.6 MBytes  323558 Kbits/sec    0   8.87 MBytes       
[  4]  14.00-15.00  sec  38.2 MBytes  320048 Kbits/sec    0   8.87 MBytes       
[  4]  15.00-16.00  sec  38.9 MBytes  326568 Kbits/sec    0   8.87 MBytes       
[  4]  16.00-17.00  sec  38.3 MBytes  321074 Kbits/sec    0   8.87 MBytes       
[  4]  17.00-18.00  sec  38.6 MBytes  324004 Kbits/sec    0   8.87 MBytes       
[  4]  18.00-19.00  sec  38.2 MBytes  320145 Kbits/sec    0   8.87 MBytes       
[  4]  19.00-20.00  sec  38.6 MBytes  324051 Kbits/sec    0   8.87 MBytes       
[  4]  20.00-21.00  sec  38.2 MBytes  320087 Kbits/sec    0   8.87 MBytes       
[  4]  21.00-22.00  sec  38.9 MBytes  326627 Kbits/sec    0   8.87 MBytes       
[  4]  22.00-23.00  sec  38.6 MBytes  323504 Kbits/sec    0   8.87 MBytes       
[  4]  23.00-24.00  sec  38.2 MBytes  320078 Kbits/sec    0   8.87 MBytes       
[  4]  24.00-25.00  sec  28.9 MBytes  242670 Kbits/sec    0   8.87 MBytes       
[  4]  25.00-26.00  sec  38.2 MBytes  320544 Kbits/sec    0   8.87 MBytes       
[  4]  26.00-27.00  sec  38.2 MBytes  320049 Kbits/sec    0   8.87 MBytes       
[  4]  27.00-28.00  sec  38.2 MBytes  320060 Kbits/sec    0   8.87 MBytes       
[  4]  28.00-29.00  sec  38.7 MBytes  324552 Kbits/sec    0   8.87 MBytes       
[  4]  29.00-30.00  sec  38.9 MBytes  326558 Kbits/sec    0   8.87 MBytes       
[  4]  30.00-31.00  sec  38.9 MBytes  326567 Kbits/sec    0   8.87 MBytes       
[  4]  31.00-32.00  sec  38.2 MBytes  320091 Kbits/sec    0   8.87 MBytes       
[  4]  32.00-33.00  sec  38.2 MBytes  320097 Kbits/sec    0   8.87 MBytes       
[  4]  33.00-34.00  sec  38.7 MBytes  324555 Kbits/sec    0   8.87 MBytes       
[  4]  34.00-35.00  sec  38.2 MBytes  320108 Kbits/sec    0   8.87 MBytes       
[  4]  35.00-36.00  sec  29.1 MBytes  244158 Kbits/sec    0   8.87 MBytes       
[  4]  36.00-37.00  sec  38.2 MBytes  320548 Kbits/sec    0   8.87 MBytes       
[  4]  37.00-38.00  sec  38.2 MBytes  320555 Kbits/sec    0   8.87 MBytes       
[  4]  38.00-39.00  sec  38.2 MBytes  320058 Kbits/sec    0   8.87 MBytes       
[  4]  39.00-40.00  sec  38.6 MBytes  324055 Kbits/sec    0   8.87 MBytes       
[  4]  40.00-41.00  sec  38.9 MBytes  326650 Kbits/sec    0   8.87 MBytes       
[  4]  41.00-42.00  sec  38.9 MBytes  326564 Kbits/sec    0   8.87 MBytes       
[  4]  42.00-43.00  sec  38.2 MBytes  320540 Kbits/sec    0   8.87 MBytes       
[  4]  43.00-44.00  sec  38.2 MBytes  320089 Kbits/sec    0   8.87 MBytes       
[  4]  44.00-45.00  sec  38.6 MBytes  324040 Kbits/sec    0   8.87 MBytes       
[  4]  45.00-46.00  sec  38.2 MBytes  320106 Kbits/sec    0   8.87 MBytes       
[  4]  46.00-47.00  sec  38.8 MBytes  325042 Kbits/sec    0   8.87 MBytes       
[  4]  47.00-48.00  sec  38.9 MBytes  326561 Kbits/sec    0   8.87 MBytes       
[  4]  48.00-49.00  sec  38.2 MBytes  320056 Kbits/sec    0   8.87 MBytes       
[  4]  49.00-50.00  sec  38.6 MBytes  324038 Kbits/sec    0   8.87 MBytes       
[  4]  50.00-51.00  sec  38.2 MBytes  320139 Kbits/sec    0   35.0 KBytes       
[  4]  51.00-52.00  sec  29.3 MBytes  246155 Kbits/sec    0   8.87 MBytes       
[  4]  52.00-53.00  sec  38.2 MBytes  320041 Kbits/sec    0   8.87 MBytes       
[  4]  53.00-54.00  sec  38.2 MBytes  320064 Kbits/sec    0   8.87 MBytes       
[  4]  54.00-55.00  sec  38.2 MBytes  320056 Kbits/sec    0   8.87 MBytes       
[  4]  55.00-56.00  sec  38.6 MBytes  324057 Kbits/sec    0   8.87 MBytes       
[  4]  56.00-57.00  sec  38.9 MBytes  326592 Kbits/sec    0   8.87 MBytes       
[  4]  57.00-58.00  sec  38.9 MBytes  326529 Kbits/sec    0   8.87 MBytes       
[  4]  58.00-59.00  sec  38.2 MBytes  320073 Kbits/sec    0   8.87 MBytes       
[  4]  59.00-60.00  sec  38.2 MBytes  320055 Kbits/sec    0   8.87 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  2.21 GBytes  315706 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  2.20 GBytes  315577 Kbits/sec                  receiver

iperf Done.
