Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52242 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.92 MBytes       
[  4]   1.00-2.00   sec  15.6 MBytes  130569 Kbits/sec  314   2.45 MBytes       
[  4]   2.00-3.00   sec  27.8 MBytes  233486 Kbits/sec    0   6.52 MBytes       
[  4]   3.00-4.00   sec  28.4 MBytes  238013 Kbits/sec    0   6.52 MBytes       
[  4]   4.00-5.00   sec  28.5 MBytes  238991 Kbits/sec    0   6.43 MBytes       
[  4]   5.00-6.00   sec  28.4 MBytes  237993 Kbits/sec    0   6.42 MBytes       
[  4]   6.00-7.00   sec  28.5 MBytes  238954 Kbits/sec    0   6.42 MBytes       
[  4]   7.00-8.00   sec  28.5 MBytes  238991 Kbits/sec    0   6.42 MBytes       
[  4]   8.00-9.00   sec  28.5 MBytes  238920 Kbits/sec    0   6.42 MBytes       
[  4]   9.00-10.00  sec  28.4 MBytes  238422 Kbits/sec    0   6.42 MBytes       
[  4]  10.00-11.00  sec  28.5 MBytes  238962 Kbits/sec    0   6.42 MBytes       
[  4]  11.00-12.00  sec  19.4 MBytes  162984 Kbits/sec    0   6.14 MBytes       
[  4]  12.00-13.00  sec  28.0 MBytes  234521 Kbits/sec    0   6.42 MBytes       
[  4]  13.00-14.00  sec  28.4 MBytes  238449 Kbits/sec    0   6.43 MBytes       
[  4]  14.00-15.00  sec  28.4 MBytes  238459 Kbits/sec    0   6.42 MBytes       
[  4]  15.00-16.00  sec  28.5 MBytes  239418 Kbits/sec    0   6.42 MBytes       
[  4]  16.00-17.00  sec  28.4 MBytes  238459 Kbits/sec    0   6.42 MBytes       
[  4]  17.00-18.00  sec  28.4 MBytes  238493 Kbits/sec    0   6.42 MBytes       
[  4]  18.00-19.00  sec  28.4 MBytes  238456 Kbits/sec    0   6.52 MBytes       
[  4]  19.00-20.00  sec  28.4 MBytes  238455 Kbits/sec    0   6.49 MBytes       
[  4]  20.00-21.00  sec  28.5 MBytes  238955 Kbits/sec    0   6.49 MBytes       
[  4]  21.00-22.00  sec  28.4 MBytes  238495 Kbits/sec    0   6.49 MBytes       
[  4]  22.00-23.00  sec  28.5 MBytes  238709 Kbits/sec    0   35.0 KBytes       
[  4]  23.00-24.00  sec  16.6 MBytes  139080 Kbits/sec    0   6.55 MBytes       
[  4]  24.00-25.00  sec  28.5 MBytes  238979 Kbits/sec    0   6.54 MBytes       
[  4]  25.00-26.00  sec  28.5 MBytes  238990 Kbits/sec    0   6.42 MBytes       
[  4]  26.00-27.00  sec  28.4 MBytes  238463 Kbits/sec    0   6.42 MBytes       
[  4]  27.00-28.00  sec  28.4 MBytes  237998 Kbits/sec    0   6.42 MBytes       
[  4]  28.00-29.00  sec  28.4 MBytes  238413 Kbits/sec    0   6.43 MBytes       
[  4]  29.00-30.00  sec  28.4 MBytes  238634 Kbits/sec    0   6.43 MBytes       
[  4]  30.00-31.00  sec  28.4 MBytes  238495 Kbits/sec    0   6.42 MBytes       
[  4]  31.00-32.00  sec  28.4 MBytes  237959 Kbits/sec    0   6.42 MBytes       
[  4]  32.00-33.00  sec  28.4 MBytes  238457 Kbits/sec    0   6.42 MBytes       
[  4]  33.00-34.00  sec  28.4 MBytes  238206 Kbits/sec    0   6.42 MBytes       
[  4]  34.00-35.00  sec  28.5 MBytes  238916 Kbits/sec    0   6.42 MBytes       
[  4]  35.00-36.00  sec  28.4 MBytes  238457 Kbits/sec    0   6.42 MBytes       
[  4]  36.00-37.00  sec  28.5 MBytes  238989 Kbits/sec    0   6.42 MBytes       
[  4]  37.00-38.00  sec  28.4 MBytes  238458 Kbits/sec    0   6.42 MBytes       
[  4]  38.00-39.00  sec  18.1 MBytes  151639 Kbits/sec    0   6.50 MBytes       
[  4]  39.00-40.00  sec  28.5 MBytes  239482 Kbits/sec    0   6.43 MBytes       
[  4]  40.00-41.00  sec  28.4 MBytes  237960 Kbits/sec    0   6.45 MBytes       
[  4]  41.00-42.00  sec  28.4 MBytes  238134 Kbits/sec    0   6.54 MBytes       
[  4]  42.00-43.00  sec  28.5 MBytes  238920 Kbits/sec    0   6.50 MBytes       
[  4]  43.00-44.00  sec  28.4 MBytes  238136 Kbits/sec    0   6.45 MBytes       
[  4]  44.00-45.00  sec  28.5 MBytes  238918 Kbits/sec    0   6.43 MBytes       
[  4]  45.00-46.00  sec  28.4 MBytes  238171 Kbits/sec    0   6.42 MBytes       
[  4]  46.00-47.00  sec  28.5 MBytes  238669 Kbits/sec    0   6.42 MBytes       
[  4]  47.00-48.00  sec  28.4 MBytes  237958 Kbits/sec    0   6.43 MBytes       
[  4]  48.00-49.00  sec  28.4 MBytes  237956 Kbits/sec    0   6.42 MBytes       
